Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,79.193359,80.007706,78.752647,79.614906,53.605389,3630200
2010-01-05,79.691551,79.739449,78.589775,79.040070,53.218349,3515300
2010-01-06,78.944260,80.352608,78.398163,79.988548,53.856976,5578500
2010-01-07,79.471191,80.122673,78.915520,79.394547,53.457027,4300500
2010-01-08,79.059227,80.266388,78.110748,80.208900,54.005333,4336300
2010-01-11,80.620865,81.272346,78.848457,79.480774,53.515083,4079300
2010-01-12,78.369423,78.723907,76.558685,76.798203,51.708885,7071600
2010-01-13,76.970657,77.315559,75.303627,76.290428,51.367004,7685400
2010-01-14,75.830559,77.056877,75.801819,76.884430,51.766956,4717500
2010-01-15,76.683235,76.903587,75.064110,75.610207,50.909012,8252800
2010-01-19,75.351532,76.098816,74.968307,76.031754,51.192822,5699900
2010-01-20,75.303627,75.303627,73.588699,74.929985,50.450989,6289600
2010-01-21,74.872498,75.217400,72.707283,72.822250,49.031845,7607300
2010-01-22,73.377922,74.882080,72.544411,72.908478,49.089905,10140600
2010-01-25,73.799469,75.236565,73.579117,74.393471,50.089783,6724500
2010-01-26,73.013863,74.700050,73.013863,73.444992,49.451149,9110000
2010-01-27,73.483315,73.962341,72.228249,73.224632,49.302780,5282100
2010-01-28,74.211441,75.514404,71.260605,74.249763,49.993008,11850700
2010-01-29,74.862923,76.472466,74.489273,75.054535,50.534859,11222100
2010-02-01,75.773079,76.568268,75.638947,76.482040,51.496021,6349100
2010-02-02,76.750298,77.535912,75.888046,77.392204,52.108826,5384400
2010-02-03,77.277237,77.727524,76.300011,76.769463,51.689552,3686500
2010-02-04,76.098816,76.098816,73.100090,73.234215,49.309227,7981300
2010-02-05,73.176735,73.924019,71.155220,73.492889,49.483410,10682800
2010-02-08,73.550377,75.284470,72.831833,73.100090,49.218914,6923800
2010-02-09,74.153954,75.591049,73.272537,74.642563,50.257484,8421700
2010-02-10,75.121597,75.610207,73.866539,75.102432,50.567108,6153800
2010-02-11,75.169502,77.143105,74.489273,77.085625,51.902416,6484200
2010-02-12,75.888046,76.549110,75.006630,76.453300,51.476662,6458500
2010-02-16,77.602974,78.043686,76.529945,77.775429,52.366882,6079700
2010-02-17,77.775429,78.024521,76.510788,77.545494,52.212032,4957200
2010-02-18,77.238914,77.775429,76.443718,77.593391,52.244282,4299100
2010-02-19,77.382622,78.561035,77.200592,78.091583,52.579746,4047500
2010-02-22,78.561035,78.676003,76.491623,76.654495,51.612125,5543100
2010-02-23,76.740723,77.047302,75.581467,75.696434,50.967056,7660300
2010-02-24,76.424561,76.597008,75.466499,76.213783,51.315388,3818700
2010-02-25,74.719208,75.859306,73.809052,75.715591,50.979954,5354800
2010-02-26,76.194626,76.740723,75.370689,76.501205,51.508907,4590500
2010-03-01,76.894012,77.717941,76.779045,77.363457,52.089474,4347200
2010-03-02,77.823326,78.426910,77.507172,77.794586,52.379757,4214900
2010-03-03,78.110748,78.628098,77.449684,77.631714,52.270100,7052600
2010-03-04,77.526329,78.417328,77.440102,77.842491,52.412010,4530200
2010-03-05,78.522713,78.790970,77.919136,78.503555,52.857098,4004200
2010-03-08,78.340683,78.637680,77.631714,78.072426,52.788746,3621300
2010-03-09,77.507172,78.915520,77.411362,78.072426,52.788746,6393700
2010-03-10,77.928719,78.781387,77.593391,78.532295,53.099674,4511200
2010-03-11,78.225716,78.992165,78.024521,78.426910,53.028423,4072900
2010-03-12,78.925102,79.030487,78.014938,78.407745,53.015476,4116600
2010-03-15,78.043686,78.216133,76.807785,77.660461,52.510174,3329800
2010-03-16,78.158653,78.992165,77.535912,78.915520,53.358784,5761200
2010-03-17,79.183777,80.228065,79.059227,79.720291,53.902939,7288600
2010-03-18,79.404129,79.796936,78.110748,79.049644,53.449486,4751700
2010-03-19,79.116714,79.701126,78.407745,79.116714,53.494835,7077900
2010-03-22,78.120331,79.365807,77.852074,79.107132,53.488361,3924200
2010-03-23,79.107132,79.959808,78.503555,79.825676,53.974194,7832100
2010-03-24,79.394547,80.046028,78.905937,79.471191,53.734516,5380500
2010-03-25,80.228065,80.429253,77.995781,78.091583,52.801701,7057500
2010-03-26,78.484390,78.618523,77.737106,78.302361,52.944191,8428900
