Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,65.000000,66.000000,64.959999,65.889999,62.890049,794300
2010-01-05,65.809998,66.199997,65.589996,66.019997,63.014133,369300
2010-01-06,66.000000,66.989998,65.680000,66.349998,63.329105,922400
2010-01-07,66.309998,67.099998,65.339996,66.959999,63.911331,948900
2010-01-08,68.220001,68.470001,66.739998,67.680000,64.598549,1106500
2010-01-11,67.849998,67.930000,67.339996,67.750000,64.665359,587400
2010-01-12,67.169998,67.519997,66.029999,66.639999,63.605896,746200
2010-01-13,66.709999,67.150002,65.580002,66.620003,63.586811,720600
2010-01-14,66.470001,66.820000,66.089996,66.690002,63.653629,362500
2010-01-15,66.690002,66.809998,65.330002,65.639999,62.651432,711800
2010-01-19,65.459999,67.349998,65.459999,67.250000,64.188141,1032700
2010-01-20,66.510002,67.440002,66.279999,67.129997,64.073593,621200
2010-01-21,65.889999,66.739998,62.500000,63.830002,60.923851,2469900
2010-01-22,63.610001,63.790001,61.099998,61.320000,58.528126,1409300
2010-01-25,61.709999,62.020000,60.250000,60.250000,57.506844,858000
2010-01-26,60.099998,61.060001,59.470001,60.419998,57.669098,859700
2010-01-27,60.009998,60.709999,59.180000,60.560001,57.802727,1486400
2010-01-28,60.720001,60.720001,59.290001,59.950001,57.220505,731800
2010-01-29,60.330002,60.939999,59.430000,59.459999,56.752800,931700
2010-02-01,59.820000,61.049999,59.480000,61.020000,58.241783,626400
2010-02-02,61.200001,62.150002,60.630001,61.459999,58.661751,1188600
2010-02-03,58.209999,58.959999,54.369999,54.700001,52.209534,6909500
2010-02-04,54.340000,55.509998,52.889999,53.049999,50.634651,2463600
2010-02-05,53.419998,55.340000,52.700001,55.299999,52.782211,2418100
2010-02-08,55.500000,56.959999,55.290001,55.830002,53.288078,2274400
2010-02-09,56.270000,56.630001,54.799999,54.990002,52.486324,1440900
2010-02-10,54.990002,55.369999,53.480000,54.180000,51.713203,1250300
2010-02-11,54.180000,54.889999,53.439999,54.610001,52.123623,932900
2010-02-12,54.110001,54.180000,53.380001,53.860001,51.407772,1406900
2010-02-16,54.250000,54.250000,53.860001,54.180000,51.713203,1184700
2010-02-17,54.299999,54.450001,53.180000,53.990002,51.531860,2083500
