Date,Open,High,Low,Close,Volume
2017/04/04 01:05:00,2350.75,2350.75,2350.25,2350.25,253
2017/04/04 01:06:00,2350.25,2350.75,2350.25,2350.25,235
2017/04/04 01:07:00,2350.25,2350.5,2349.75,2349.75,647
2017/04/04 01:08:00,2350,2350,2349.5,2349.5,198
2017/04/04 01:09:00,2349.5,2350.25,2349.25,2350,477
2017/04/04 01:10:00,2350,2350.5,2350,2350.25,218
2017/04/04 01:11:00,2350.5,2350.5,2350.25,2350.5,102
2017/04/04 01:12:00,2350.5,2350.5,2350.25,2350.25,61
2017/04/04 01:13:00,2350.25,2350.5,2350,2350,89
2017/04/04 01:14:00,2350,2350.25,2350,2350.25,186
2017/04/04 01:15:00,2350.25,2350.75,2350.25,2350.5,157
2017/04/04 01:16:00,2350.75,2350.75,2350.25,2350.5,503
2017/04/04 01:17:00,2350.25,2350.5,2350.25,2350.5,56
2017/04/04 01:18:00,2350.5,2350.5,2350,2350,498
2017/04/04 01:19:00,2350.25,2350.5,2350.25,2350.5,112
2017/04/04 01:20:00,2350.5,2351,2350.5,2351,224
2017/04/04 01:21:00,2350.75,2351,2350.75,2351,23
2017/04/04 01:22:00,2350.75,2351,2350.5,2350.75,134
2017/04/04 01:23:00,2350.75,2351,2350.75,2351,146
2017/04/04 01:24:00,2350.75,2351,2350.5,2350.75,196
2017/04/04 01:25:00,2350.75,2350.75,2350.75,2350.75,17
2017/04/04 01:26:00,2350.75,2350.75,2350.75,2350.75,16
2017/04/04 01:27:00,2350.75,2350.75,2350.75,2350.75,122
2017/04/04 01:28:00,2350.5,2350.75,2350.5,2350.75,19
2017/04/04 01:29:00,2350.5,2350.75,2350.5,2350.5,19
2017/04/04 01:30:00,2350.75,2350.75,2350.25,2350.25,144
2017/04/04 01:31:00,2350.25,2350.25,2350,2350,140
2017/04/04 01:32:00,2350.25,2350.5,2350,2350.5,181
2017/04/04 01:33:00,2350.25,2350.25,2350,2350.25,189
2017/04/04 01:34:00,2350.5,2350.5,2350.5,2350.5,36
2017/04/04 01:35:00,2350.5,2350.5,2350.25,2350.25,12
2017/04/04 01:36:00,2350.25,2350.5,2350.25,2350.5,6
2017/04/04 01:37:00,2350.5,2350.5,2350.25,2350.5,92
2017/04/04 01:38:00,2350.5,2350.5,2350,2350.25,156
2017/04/04 01:39:00,2350.25,2350.25,2350,2350,147
2017/04/04 01:40:00,2350,2350,2350,2350,63
2017/04/04 01:41:00,2350.25,2350.25,2350,2350,130
2017/04/04 01:42:00,2350,2350,2349.75,2350,12
2017/04/04 01:43:00,2349.75,2349.75,2349.75,2349.75,114
2017/04/04 01:44:00,2349.75,2350,2349.75,2350,53
2017/04/04 01:45:00,2349.75,2349.75,2349.75,2349.75,186
2017/04/04 01:46:00,2350,2350,2350,2350,83
2017/04/04 01:47:00,2349.75,2349.75,2349.75,2349.75,110
2017/04/04 01:48:00,2350,2350,2349.5,2349.5,91
2017/04/04 01:49:00,2349.5,2350,2349.5,2350,318
2017/04/04 01:50:00,2350,2350.75,2350,2350.25,644
2017/04/04 01:51:00,2350,2350.5,2350,2350.5,189
2017/04/04 01:52:00,2350.25,2350.25,2350.25,2350.25,83
2017/04/04 01:53:00,2350.25,2350.25,2350,2350.25,20
2017/04/04 01:54:00,2350,2350.25,2350,2350.25,63
2017/04/04 01:55:00,2350.25,2350.5,2350,2350.5,102
2017/04/04 01:56:00,2350.25,2350.5,2350.25,2350.5,22
2017/04/04 01:57:00,2350.25,2350.5,2350.25,2350.5,8
2017/04/04 01:58:00,2350.5,2350.5,2350.25,2350.25,56
2017/04/04 01:59:00,2350.25,2350.25,2350,2350,238
2017/04/04 02:00:00,2350,2350.5,2350,2350.25,314
2017/04/04 02:01:00,2350.5,2350.75,2350.25,2350.5,563
2017/04/04 02:02:00,2350.5,2350.75,2350.25,2350.25,316
2017/04/04 02:03:00,2350.5,2350.75,2350.25,2350.5,376
2017/04/04 02:04:00,2350.75,2351,2350,2350,353
2017/04/04 02:05:00,2350.25,2350.5,2350,2350.25,282
2017/04/04 02:06:00,2350.25,2350.5,2350.25,2350.5,282
2017/04/04 02:07:00,2350.75,2351.25,2350.5,2351.25,662
2017/04/04 02:08:00,2351.25,2351.25,2350.5,2350.5,540
2017/04/04 02:09:00,2350.75,2351.5,2350.75,2351.25,346
2017/04/04 02:10:00,2351.25,2351.25,2351,2351,335
2017/04/04 02:11:00,2351.25,2351.75,2351,2351.5,547
2017/04/04 02:12:00,2351.5,2352,2351.5,2351.5,783
2017/04/04 02:13:00,2351.5,2351.75,2350.75,2351.25,490
2017/04/04 02:14:00,2351.25,2351.25,2350.5,2350.75,303
2017/04/04 02:15:00,2351,2351,2350,2350,469
2017/04/04 02:16:00,2350.25,2350.25,2349.75,2350,349
2017/04/04 02:17:00,2349.75,2350,2349.5,2349.5,430
2017/04/04 02:18:00,2349.5,2349.75,2349.25,2349.75,405
2017/04/04 02:19:00,2349.75,2349.75,2349.25,2349.5,251
2017/04/04 02:20:00,2349.75,2349.75,2349.5,2349.75,141
2017/04/04 02:21:00,2349.75,2349.75,2349.5,2349.5,307
2017/04/04 02:22:00,2349.5,2349.75,2348.75,2348.75,1071
2017/04/04 02:23:00,2349,2349.25,2349,2349,421
2017/04/04 02:24:00,2349.25,2349.5,2349.25,2349.25,174
2017/04/04 02:25:00,2349.25,2349.75,2349.25,2349.25,224
2017/04/04 02:26:00,2349.5,2349.75,2349.5,2349.75,294
2017/04/04 02:27:00,2349.5,2349.75,2349.25,2349.5,199
2017/04/04 02:28:00,2349.5,2349.75,2349.25,2349.75,277
2017/04/04 02:29:00,2349.75,2349.75,2349.25,2349.75,298
2017/04/04 02:30:00,2349.75,2349.75,2349,2349.25,283
2017/04/04 02:31:00,2349.5,2349.5,2349,2349,306
2017/04/04 02:32:00,2349,2349,2348.75,2348.75,556
2017/04/04 02:33:00,2348.75,2349,2348.75,2349,355
2017/04/04 02:34:00,2349,2349.25,2348.5,2348.5,422
2017/04/04 02:35:00,2348.5,2348.75,2348,2348.25,974
2017/04/04 02:36:00,2348.5,2348.5,2348.25,2348.5,443
2017/04/04 02:37:00,2348.5,2348.5,2347.75,2348,684
2017/04/04 02:38:00,2348,2348.25,2347.75,2347.75,283
2017/04/04 02:39:00,2348,2348,2347.5,2347.75,578
2017/04/04 02:40:00,2348,2348,2347.5,2347.5,739
2017/04/04 02:41:00,2347.75,2347.75,2347.5,2347.75,73
2017/04/04 02:42:00,2347.75,2348,2347.5,2347.75,453
2017/04/04 02:43:00,2348,2348.5,2347.75,2348.5,366
2017/04/04 02:44:00,2348.5,2348.5,2348.25,2348.25,124
2017/04/04 02:45:00,2348.5,2349,2348.5,2349,742
2017/04/04 02:46:00,2349,2349.25,2348.75,2349,383
2017/04/04 02:47:00,2349.25,2349.75,2348.75,2349.5,289
2017/04/04 02:48:00,2349.5,2349.5,2349,2349,238
2017/04/04 02:49:00,2349,2349,2348.75,2349,113
2017/04/04 02:50:00,2348.75,2349.25,2348.75,2349.25,99
2017/04/04 02:51:00,2349.25,2349.25,2349,2349.25,113
2017/04/04 02:52:00,2349,2349.25,2349,2349,207
2017/04/04 02:53:00,2349,2349.25,2348.75,2349,224
2017/04/04 02:54:00,2349.25,2349.25,2349,2349.25,320
2017/04/04 02:55:00,2349.5,2349.5,2349.25,2349.5,117
2017/04/04 02:56:00,2349.5,2349.5,2348.75,2349,257
2017/04/04 02:57:00,2349,2349.25,2348.75,2349.25,182
2017/04/04 02:58:00,2349.25,2349.25,2348.75,2349,168
2017/04/04 02:59:00,2349,2349.25,2349,2349.25,100
2017/04/04 03:00:00,2349,2349.25,2348.5,2348.75,508
2017/04/04 03:01:00,2348.75,2348.75,2348.5,2348.5,209
2017/04/04 03:02:00,2348.5,2348.75,2348.25,2348.25,157
2017/04/04 03:03:00,2348.25,2348.25,2348,2348,108
2017/04/04 03:04:00,2348,2348.25,2348,2348.25,92
2017/04/04 03:05:00,2348,2348.5,2348,2348,518
2017/04/04 03:06:00,2348.25,2348.25,2348,2348,37
2017/04/04 03:07:00,2348,2348.25,2348,2348,49
2017/04/04 03:08:00,2348.25,2348.25,2348,2348,297
2017/04/04 03:09:00,2348,2348.25,2347.75,2348,169
2017/04/04 03:10:00,2348.25,2348.25,2347.5,2347.5,280
2017/04/04 03:11:00,2347.5,2347.75,2347.25,2347.25,557
2017/04/04 03:12:00,2347.25,2347.5,2347.25,2347.5,207
2017/04/04 03:13:00,2347.5,2347.75,2347.25,2347.75,114
2017/04/04 03:14:00,2347.5,2347.75,2347.5,2347.5,116
2017/04/04 03:15:00,2347.5,2347.5,2347.25,2347.25,79
2017/04/04 03:16:00,2347.25,2347.75,2347.25,2347.75,203
2017/04/04 03:17:00,2347.5,2347.75,2347.5,2347.75,235
2017/04/04 03:18:00,2348,2348,2348,2348,90
2017/04/04 03:19:00,2348,2348,2347.75,2348,184
2017/04/04 03:20:00,2348,2348,2347.75,2347.75,28
2017/04/04 03:21:00,2348,2348.25,2348,2348.25,129
2017/04/04 03:22:00,2348.25,2348.5,2348,2348.5,172
2017/04/04 03:23:00,2348.25,2348.5,2348.25,2348.5,37
2017/04/04 03:24:00,2348.5,2349,2348.5,2348.75,649
2017/04/04 03:25:00,2348.75,2349,2348.75,2348.75,184
2017/04/04 03:26:00,2348.75,2349,2348.75,2348.75,61
2017/04/04 03:27:00,2349,2349,2348.75,2349,102
2017/04/04 03:28:00,2349,2349.25,2349,2349.25,148
2017/04/04 03:29:00,2349.25,2349.25,2349,2349,103
2017/04/04 03:30:00,2349,2349.25,2349,2349,57
2017/04/04 03:31:00,2349.25,2349.25,2349,2349,52
2017/04/04 03:32:00,2349.25,2349.25,2348.75,2349,232
2017/04/04 03:33:00,2349,2349,2348.75,2349,144
2017/04/04 03:34:00,2349,2349,2348.75,2348.75,26
2017/04/04 03:35:00,2349,2349,2348.75,2349,113
2017/04/04 03:36:00,2349,2349.25,2349,2349,123
2017/04/04 03:37:00,2349,2349.25,2349,2349,7
2017/04/04 03:38:00,2349,2349,2348.75,2348.75,111
2017/04/04 03:39:00,2349,2349.25,2349,2349.25,215
2017/04/04 03:40:00,2349.25,2349.5,2349.25,2349.5,327
2017/04/04 03:41:00,2349.5,2349.75,2349.5,2349.75,184
2017/04/04 03:42:00,2349.75,2349.75,2349.5,2349.75,122
2017/04/04 03:43:00,2349.75,2350,2349.5,2350,281
2017/04/04 03:44:00,2350,2350,2349.5,2349.5,151
2017/04/04 03:45:00,2349.75,2350.25,2349.5,2350,271
2017/04/04 03:46:00,2350.25,2350.25,2349.75,2349.75,258
2017/04/04 03:47:00,2349.75,2350.25,2349.75,2350.25,135
2017/04/04 03:48:00,2350,2350,2349.75,2349.75,145
2017/04/04 03:49:00,2349.5,2350,2349.5,2349.5,200
2017/04/04 03:50:00,2349.75,2349.75,2349.25,2349.5,582
2017/04/04 03:51:00,2349.25,2349.5,2349.25,2349.5,89
2017/04/04 03:52:00,2349.5,2349.75,2349.5,2349.75,88
2017/04/04 03:53:00,2349.75,2349.75,2349.5,2349.75,10
2017/04/04 03:54:00,2349.5,2349.5,2349.25,2349.25,349
2017/04/04 03:55:00,2349.25,2349.25,2349,2349,27
2017/04/04 03:56:00,2349.25,2349.5,2349.25,2349.5,273
2017/04/04 03:57:00,2349.5,2349.5,2349.25,2349.5,146
2017/04/04 03:58:00,2349.5,2349.5,2349.25,2349.25,86
2017/04/04 03:59:00,2349,2349.25,2348.75,2348.75,105
2017/04/04 04:00:00,2348.75,2348.75,2348.5,2348.75,330
2017/04/04 04:01:00,2348.75,2348.75,2348.5,2348.5,57
2017/04/04 04:02:00,2348.5,2348.75,2348.25,2348.25,603
2017/04/04 04:03:00,2348.25,2348.25,2348,2348,130
2017/04/04 04:04:00,2348.25,2348.25,2348,2348,9
2017/04/04 04:05:00,2348,2348.75,2348,2348.75,218
2017/04/04 04:06:00,2348.75,2348.75,2348.25,2348.25,237
2017/04/04 04:07:00,2348.5,2348.5,2348.25,2348.5,87
2017/04/04 04:08:00,2348.75,2348.75,2348.5,2348.5,17
2017/04/04 04:09:00,2348.75,2349,2348.75,2349,40
2017/04/04 04:10:00,2349,2349,2349,2349,259
2017/04/04 04:11:00,2349,2349,2348.75,2348.75,52
2017/04/04 04:12:00,2349,2349,2348.75,2348.75,64
2017/04/04 04:13:00,2349,2349,2348.75,2349,42
2017/04/04 04:14:00,2349,2349,2348.75,2348.75,36
2017/04/04 04:15:00,2349,2349,2348.5,2348.5,151
2017/04/04 04:16:00,2348.5,2348.75,2348.5,2348.5,162
2017/04/04 04:17:00,2348.75,2349.25,2348.5,2349,430
2017/04/04 04:18:00,2349,2349,2348.75,2349,279
2017/04/04 04:19:00,2349,2349,2349,2349,59
2017/04/04 04:20:00,2348.75,2349.25,2348.75,2349,145
2017/04/04 04:21:00,2349.25,2349.25,2348.75,2349,170
2017/04/04 04:22:00,2349,2349,2349,2349,91
2017/04/04 04:23:00,2349,2349,2348.5,2348.5,124
2017/04/04 04:24:00,2348.5,2348.75,2348.25,2348.25,224
2017/04/04 04:25:00,2348.25,2348.5,2348,2348.5,103
2017/04/04 04:26:00,2348.25,2348.5,2348,2348,82
2017/04/04 04:27:00,2348,2348.25,2348,2348,416
2017/04/04 04:28:00,2348.25,2348.25,2347.75,2347.75,90
2017/04/04 04:29:00,2347.75,2348,2347.75,2348,465
2017/04/04 04:30:00,2347.75,2348,2347.75,2348,252
2017/04/04 04:31:00,2348,2348.5,2348,2348.5,55
2017/04/04 04:32:00,2348.5,2348.5,2348,2348,78
2017/04/04 04:33:00,2348.25,2348.25,2347.5,2348.25,307
2017/04/04 04:34:00,2348.25,2348.25,2347.75,2347.75,90
2017/04/04 04:35:00,2347.75,2348.25,2347.75,2348.25,109
2017/04/04 04:36:00,2348.25,2348.25,2347.75,2348,358
2017/04/04 04:37:00,2348.25,2348.25,2348.25,2348.25,41
2017/04/04 04:38:00,2348.5,2348.5,2348.25,2348.5,83
2017/04/04 04:39:00,2348.5,2349,2348.5,2349,257
2017/04/04 04:40:00,2349,2349.25,2348.75,2349,108
2017/04/04 04:41:00,2349,2349,2348.75,2348.75,17
2017/04/04 04:42:00,2348.75,2349.25,2348.75,2349,242
2017/04/04 04:43:00,2349.25,2349.25,2349,2349.25,105
2017/04/04 04:44:00,2349.25,2349.25,2349,2349,15
2017/04/04 04:45:00,2349,2349.25,2348.75,2349,159
2017/04/04 04:46:00,2348.75,2348.75,2348.5,2348.5,37
2017/04/04 04:47:00,2348.75,2348.75,2348.5,2348.5,7
2017/04/04 04:48:00,2348.5,2349,2348.5,2349,134
2017/04/04 04:49:00,2349,2349,2348.5,2348.75,86
2017/04/04 04:50:00,2348.5,2349,2348.5,2349,60
2017/04/04 04:51:00,2349,2349,2349,2349,148
2017/04/04 04:52:00,2349,2349.25,2349,2349.25,282
2017/04/04 04:53:00,2349.25,2349.25,2349,2349,132
2017/04/04 04:54:00,2349.25,2349.25,2349,2349.25,29
2017/04/04 04:55:00,2349.25,2349.25,2349,2349,12
2017/04/04 04:56:00,2349.25,2349.25,2348.75,2349,155
2017/04/04 04:57:00,2349.25,2349.25,2348.75,2348.75,352
2017/04/04 04:58:00,2348.5,2348.75,2348.25,2348.75,178
2017/04/04 04:59:00,2348.75,2349.25,2348.5,2349.25,214
2017/04/04 05:00:00,2349.25,2349.5,2349,2349.5,298
2017/04/04 05:01:00,2349.25,2349.5,2349.25,2349.25,60
2017/04/04 05:02:00,2349.5,2350,2349.25,2350,279
2017/04/04 05:03:00,2350,2350,2349.75,2350,58
2017/04/04 05:04:00,2350,2350,2349.75,2349.75,19
2017/04/04 05:05:00,2350,2350,2349.5,2349.75,491
2017/04/04 05:06:00,2349.75,2349.75,2349.25,2349.5,108
2017/04/04 05:07:00,2349.5,2349.5,2349.5,2349.5,109
2017/04/04 05:08:00,2349.25,2349.5,2349.25,2349.5,128
2017/04/04 05:09:00,2349.5,2349.75,2349.5,2349.5,98
2017/04/04 05:10:00,2349.5,2349.75,2349.5,2349.75,40
2017/04/04 05:11:00,2349.5,2349.75,2349.5,2349.5,128
2017/04/04 05:12:00,2349.75,2349.75,2349.5,2349.75,185
2017/04/04 05:13:00,2349.75,2350,2349.75,2349.75,59
2017/04/04 05:14:00,2349.75,2350,2349.75,2349.75,13
2017/04/04 05:15:00,2350,2350.25,2350,2350.25,189
2017/04/04 05:16:00,2350,2350.75,2350,2350.5,237
2017/04/04 05:17:00,2350.25,2351.25,2350.25,2351,901
2017/04/04 05:18:00,2351,2351.25,2351,2351.25,381
2017/04/04 05:19:00,2351.25,2351.5,2351,2351,258
2017/04/04 05:20:00,2351.25,2351.25,2351,2351.25,116
2017/04/04 05:21:00,2351.25,2351.5,2351.25,2351.5,47
2017/04/04 05:22:00,2351.5,2351.75,2351.25,2351.25,258
2017/04/04 05:23:00,2351.25,2351.75,2351.25,2351.5,430
2017/04/04 05:24:00,2351.5,2351.5,2351.25,2351.5,190
2017/04/04 05:25:00,2351.75,2351.75,2351.25,2351.5,126
2017/04/04 05:26:00,2351.25,2351.25,2351.25,2351.25,4
2017/04/04 05:27:00,2351.25,2351.5,2351.25,2351.25,16
2017/04/04 05:28:00,2351.5,2351.5,2351,2351.5,679
2017/04/04 05:29:00,2351.5,2351.5,2351,2351,116
2017/04/04 05:30:00,2351,2351,2351,2351,85
2017/04/04 05:31:00,2351,2351.25,2351,2351.25,179
2017/04/04 05:32:00,2351.25,2351.5,2351,2351,243
2017/04/04 05:33:00,2351,2351.25,2350.75,2351.25,340
2017/04/04 05:34:00,2351.25,2351.5,2351.25,2351.5,99
2017/04/04 05:35:00,2351.25,2351.5,2351,2351.25,206
2017/04/04 05:36:00,2351.25,2351.25,2351.25,2351.25,73
